ID,FILIALNAME,DATAT0,DATATF,TIPOMATERIAL,COD_MATERIAL,NOME_MATERIAL,UM,QTDE_SALDO_INIC,QTDE_SALDO_FINAL,QTDE_E_TOTAL,QTDE_S_TOTAL,QTDE_E_NF,QTDE_S_PAC,QTDE_E_INI_SD,QTDE_S_OUTR,QTDE_E_DEVOL,QTDE_S_PERDA,QTDE_E_INVENT,QTDE_S_INVENT,QTDE_E_3OS,QTDE_S_DEVOL,QTDE_S_3OS,VALOR_INIC,VALOR_FINAL,VALOR_E_TOTAL,VALOR_S_TOTAL,VALOR_E_NF,VALOR_S_PAC,VALOR_E_INI_SD,VALOR_S_OUTR,VALOR_E_DEVOL,VALOR_S_PERDA,VALOR_E_INVENT,VALOR_S_INVENT,VALOR_E_3OS,VALOR_S_DEVOL,VALOR_S_3OS
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,674669,FRESUBIN ENERGY DRINK SABOR MORANGO 200ML,Tetrapack,26,46,48,28,48,28,0,0,0,0,0,0,0,0,0,305,43,458,4,432,279,03,432,279,03,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,674187,NESLAC COMFOR ZERO LACTOSE | LATA 700G,Lata,1,0,9,10,9,10,0,0,0,0,0,0,0,0,0,69,85,0,629,4,699,25,629,4,699,25,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,674963,APTAMIL PRO EXPERT PEPTI | 800G,Lata,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,7,1130,7,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,664596,PROTEIN PT | LATA 240G,Lata,14,8,5,11,5,11,0,0,0,0,0,0,0,0,0,1726,09,919,09,456,75,1263,75,456,75,1263,75,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,667872,FRESUBIN 2 KCAL DRINK SABOR BAUNILHA | FRASCO 200 ML,Frasco,24,44,48,28,48,28,0,0,0,0,0,0,0,0,0,340,79,530,93,528,337,86,528,337,86,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,669776,NUTRINI MULTI FIBER SF | PACK 500ML,Frasco,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,673707,NUTREN CONTROL BAUNILHA | 200ML,Frasco,134,109,0,25,0,0,0,0,0,25,0,0,0,0,0,1502,35,1222,06,0,280,29,0,0,0,0,0,280,29,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,673814,SNELLA BRANCO | PCT 336G,Pacote,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,126,72,126,72,0,0,0,0,0,126,72,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,672096,PALATINOSE | NEUTRO POTE 300G,Pote,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85,99,85,99,85,99,85,99,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,665777,MTOR | CPD,Comprimido,720,720,0,0,0,0,0,0,0,0,0,0,0,0,0,2674,26,2674,26,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,672095,BCAA FIX DARKNESS | NEUTRO POTE 240 G,Pote,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,138,9,138,9,277,8,277,8,277,8,277,8,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,672097,MALTODEXTRIN | GUARANA POTE 1KG,Pote,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,102,23,68,55,34,86,68,54,34,86,68,54,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,672098,BEST VEGAN | MUFFIN COM MORANGO E BANANA POTE 500G,Pote,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,194,5,197,25,199,99,197,24,199,99,197,24,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,676939,FORTINI COMPLETE BAUNILHA | LATA 800G,Lata,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1438,25,1438,25,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,675261,APTAMIL PREMIUM 1 | LATA 800G,Lata,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,651,35,0,0,651,35,0,0,0,0,0,651,35,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,684662,CREATINA CREAPURE | LATA 250G,Lata,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,319,99,319,99,319,99,319,99,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,676404,GLUCERNA SR | LATA 850G,Lata,0,9,17,8,17,8,0,0,0,0,0,0,0,0,0,0,1948,76,3681,1732,24,3681,1732,24,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,691100,ISOSOURCE 1.0 400G,Lata,55,48,31,38,24,38,7,0,0,0,0,0,0,0,0,2224,75,1941,6,1253,95,1537,1,970,8,1537,1,283,15,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,691151,NUTRINI STANDARD PACK 500ML,Frasco,0,0,24,24,0,24,0,0,24,0,0,0,0,0,0,0,0,1848,1848,0,1848,0,0,1848,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,688040,FRESUBIN HEPA,Tetrapack,53,86,105,72,105,72,0,0,0,0,0,0,0,0,0,2192,43,3479,42,4200,2913,01,4200,2913,01,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,691146,ISOSOURCE JUNIOR 400 G,Lata,224,94,22,152,0,152,0,0,22,0,0,0,0,0,0,9461,76,3970,56,929,28,6420,48,0,6420,48,0,0,929,28,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199006,MODULEN IBD | 400 G,Lata,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,12480,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199009,CUBITAN | 200ML BAUNILHA,Frasco,4,40,64,28,64,28,0,0,0,0,0,0,0,0,0,71,6,716,1145,6,501,2,1145,6,501,2,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199013,NUTREN ACTIVE BAUNILHA | 400 G,Lata,4,4,3,3,3,3,0,0,0,0,0,0,0,0,0,142,77,143,13,107,7,107,34,107,7,107,34,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199014,NUTREN 1.0  |400 G,Lata,91,77,24,38,24,38,0,0,0,0,0,0,0,0,0,3667,8,3105,85,970,8,1532,75,970,8,1532,75,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199017,RESOURCE FIBER MAIS  |5 G,Envelope,926,536,1132,1522,1020,1470,0,0,60,0,52,52,0,0,0,4714,74,2739,86,5805,11,7779,99,5232,6,7514,18,0,0,306,7,0,265,81,265,81,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199019,NUTILIS | 300 G,Lata,11,9,6,8,6,8,0,0,0,0,0,0,0,0,0,695,28,568,21,378,505,07,378,505,07,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199020,PREGOMIN PEPTI | 400 G ,Lata,27,14,39,52,39,52,0,0,0,0,0,0,0,0,0,3321,1722,4797,6396,4797,6396,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199026,Isosource SOYA 1000 ML Tetrapack,Frasco,205,416,674,463,672,463,0,0,2,0,0,0,0,0,0,3746,08,7578,35,12266,83,8434,56,12230,4,8434,56,0,0,36,43,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199028,Isosource 1.5 CAL |1000 ML Tetrapack,Frasco,634,544,1046,1136,1032,1134,0,0,14,2,0,0,0,0,0,14594,12,12529,44,24099,73,26164,41,23777,28,26118,35,0,0,322,45,46,06,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199037,NUTRINI STANDARD | 200 ML ,Frasco,1178,260,0,918,0,918,0,0,0,0,0,0,0,0,0,21663,42,4781,4,0,16882,02,0,16882,02,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,199038,NUTRINI MULTI FIBER | 200 ML ,Frasco,449,483,940,906,696,795,0,0,72,0,172,111,0,0,0,9588,10298,15,20027,18,19317,03,14824,8,16950,37,0,0,1535,13,0,3667,25,2366,66,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,237566,NUTREN JUNIOR | 400 G,Lata,0,16,33,17,0,17,0,0,33,0,0,0,0,0,0,0,675,83,1393,89,718,06,0,718,06,0,0,1393,89,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,237567,PEPTAMEN JUNIOR|  400 G,Lata,32,35,72,69,72,69,0,0,0,0,0,0,0,0,0,4756,74,5199,1,10692,10249,64,10692,10249,64,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,237569,PEPTAMEN 1.5 BOLSA |1000 ML SISTEMA FECHADO,Bolsa,0,85,234,149,186,101,0,0,0,0,48,48,0,0,0,0,6862,05,18890,82,12028,77,15015,78,8153,73,0,0,0,0,3875,04,3875,04,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,244622,NUTREN 1.5 BAUNILHA | 200 ML,Tetrapack,73,65,48,56,48,56,0,0,0,0,0,0,0,0,0,471,69,420,99,312,362,7,312,362,7,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,255517,NUTRINI ENERGY MULTI FIBER | 200ML,Frasco,971,554,698,1115,696,1085,0,0,2,0,0,0,0,0,30,24711,95,14099,3,17764,1,28376,75,17713,2,27613,25,0,0,50,9,0,0,0,0,0,763,5
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,263044,Isosource SOYA FIBER 1000ML Tetrapack,Tetrapack,334,327,564,571,564,570,0,0,0,1,0,0,0,0,0,6078,47,5951,28,10264,8,10391,99,10264,8,10373,79,0,0,0,18,2,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,263228,NUTRINI MAX MULTIFIBER | 500ML,Frasco,76,91,71,56,0,56,0,0,71,0,0,0,0,0,0,2442,64,2924,74,2281,94,1799,84,0,1799,84,0,0,2281,94,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,273307,PROBIATOP SACHE 1G,Envelope,1075,1249,2093,1919,2040,1919,0,0,53,0,0,0,0,0,0,4203,6,4834,65,8059,15,7428,1,7854,7428,1,0,0,205,15,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,273371,NUTRISON ADVANCE DIASON | 1000ML TETRAPACK,Tetrapack,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,73,8,73,8,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,289184,RESOURCE FIBERMAIS FLORA 5 GRAMAS,Envelope,83,0,0,83,0,0,0,0,0,83,0,0,0,0,0,370,22,0,0,370,22,0,0,0,0,0,370,22,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,291726,NOVASOURCE GI CONTROL | 1000ML TETRAPACK,Tetrapack,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,31,3700,31,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,287737,NEO ADVANCE | 400G,Lata,87,43,76,120,76,120,0,0,0,0,0,0,0,0,0,18009,8901,15732,24840,15732,24840,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,294065,IMPACT PESSEGO | 200ML,Tetrapack,381,323,264,322,264,322,0,0,0,0,0,0,0,0,0,6365,26,5248,63,4115,76,5232,39,4115,76,5232,39,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,292611,NUTRISON ENERGY MULTIFIBER |1000ML PACK,Tetrapack,0,6,24,18,24,18,0,0,0,0,0,0,0,0,0,0,218,4,873,6,655,2,873,6,655,2,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,298509,NOVASOURCE GC | 1000 ML TETRAPACK,Tetrapack,142,166,168,144,168,144,0,0,0,0,0,0,0,0,0,4353,74,5138,15,5241,6,4457,19,5241,6,4457,19,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,310158,FORTINI PLUS SEM SABOR | LATA 400 GRAMAS,Lata,61,28,44,77,44,65,0,12,0,0,0,0,0,0,0,3355,01,1540,2420,4235,01,2420,3575,01,0,660,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,316090,PEPTAMEN 1.5 | 250 ML TETRAPACK,Tetrapack,603,480,792,915,792,915,0,0,0,0,0,0,0,0,0,14492,84,11535,35,19031,76,21989,25,19031,76,21989,25,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,316970,THICKEN UP CLEAR | 125 G,Lata,59,64,84,79,84,79,0,0,0,0,0,0,0,0,0,3425,58,3715,48,4876,2,4586,3,4876,2,4586,3,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,324793,NUTRI RENAL | 200ML TETRAPACK,Frasco,124,70,0,54,0,54,0,0,0,0,0,0,0,0,0,1660,44,937,35,0,723,09,0,723,09,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,333251,NUTRISON ENERGY MULTIFIBER | TETRAPACK 1000ML,Unidade,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,792,792,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,335877,NEOCATE LCP | 400 GR,Lata,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,69,3012,69,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,331362,NUTREN SENIOR PÓ |370 G,Lata,25,15,19,29,19,29,0,0,0,0,0,0,0,0,0,1304,06,778,02,978,12,1504,16,978,12,1504,16,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,337538,FRESUBIN HP ENERGY PACK | 1000ML,Bolsa,456,595,600,461,600,461,0,0,0,0,0,0,0,0,0,17784,23205,23400,17979,23400,17979,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,341511,FREBINI ORIGINAL FIBRE |PACK 500 ML,Bolsa,86,201,405,290,405,278,0,0,0,12,0,0,0,0,0,3547,02,6425,87,12150,9271,15,12150,8887,52,0,0,0,383,63,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,342077,NOVASOURCE SENIOR |1000ML TETRAPACK,Tetrapack,81,77,96,100,96,100,0,0,0,0,0,0,0,0,0,2421,89,2302,3,2870,4,2989,99,2870,4,2989,99,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,349252,FREBINI ORIGINAL | PACK 500 ML,Bolsa,100,130,165,135,165,135,0,0,0,0,0,0,0,0,0,3299,81,4047,08,4950,4202,73,4950,4202,73,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,349251,NUTRISON ENERGY 1.5 | TETRAPACK 1000ML,Tetrapack,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,834,4,834,4,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,553379,SIMBIOFLORA | SACHE 6 GRAMAS,Envelope,740,711,779,808,540,747,0,0,0,0,239,61,0,0,0,3803,86,3548,82,3777,93,4032,97,2585,01,3728,5,0,0,0,0,1192,92,304,47,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,555835,SIMFORT SACHE 2G,Unidade,117,28,30,119,30,119,0,0,0,0,0,0,0,0,0,331,1,79,24,84,9,336,76,84,9,336,76,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,558374,NUTRINI PEPTI | 500 ML PACK,Bolsa,156,160,60,56,60,56,0,0,0,0,0,0,0,0,0,17881,02,18245,2,6750,6385,82,6750,6385,82,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Dietas,556160,KETOCAL | 300 G LATA,Lata,36,40,66,62,66,62,0,0,0,0,0,0,0,0,0,10937,52,12152,8,20052,12,18836,84,20052,12,18836,84,0,0,0,0,0,0,0,0,0
